LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10
1,Naive,100,10,Lower0.5Upper2,1000,10,1,-2282.47366132425,-1141.23683066212,-570.618415331062,,72.8657044398481,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
1,Oracle,100,10,Lower0.5Upper2,0,0,0,-2265.22022846468,-1141.23683066212,-566.305057116171,,72.8657044398481,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
1,Value,100,10,Lower0.5Upper2,6,8,0,-2265.22022846468,-1141.23683066212,-566.305057116171,,72.8657044398481,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
1,Dist L2,100,10,Lower0.5Upper2,6,8,0,-2265.22022846468,-1141.23683066212,-566.305057116171,,72.8657044398481,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
1,Oracle Vector,100,10,Lower0.5Upper2,400,5,0,-2265.22022846468,-1141.23683066212,-566.305057116171,,72.8657044398481,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
1,Vector,100,10,Lower0.5Upper2,400,5,0,-2265.22022846468,-1141.23683066212,-566.305057116171,,72.8657044398481,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
2,Naive,100,10,Lower0.5Upper2,2000,20,2,-2275.15660485079,-1137.5783024254,-568.789151212699,,139.158293933054,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
2,Oracle,100,10,Lower0.5Upper2,0,0,0,-2265.22022846468,-1137.5783024254,-566.305057116171,,139.158293933054,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
2,Oracle Vector,100,10,Lower0.5Upper2,800,10,0,-2265.22022846468,-1137.5783024254,-566.305057116171,,139.158293933054,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
2,Value,100,10,Lower0.5Upper2,24,34,0,-2265.22022846468,-1137.5783024254,-566.305057116171,,139.158293933054,-30.5676352607219,43.1484646671419,26.5591223302425,29.3243790345337,59.9683924347512,-36.6104327636156,0.732175268164471,57.1827649987933,96.086448384497
