LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16
1,Value,14641,16,Combined_Lower0.5Upper2_Additive50,20,29,0,-50,1.49586776859504,50,,1.49586776859504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Vector,14641,16,Combined_Lower0.5Upper2_Additive50,117128,11,0,-50,1.49586776859504,50,,1.49586776859504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle Vector,14641,16,Combined_Lower0.5Upper2_Additive50,87846,8,0,-50,1.49586776859504,50,,1.49586776859504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Oracle,14641,16,Combined_Lower0.5Upper2_Additive50,0,0,0,-50,1.49586776859504,50,,1.49586776859504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Dist L2,14641,16,Combined_Lower0.5Upper2_Additive50,468528,79,1,-49.2520661157025,1.49586776859504,52.9917355371901,,1.49586776859504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Dist L-inf,14641,16,Combined_Lower0.5Upper2_Additive50,8,11,0,-50,1.49586776859504,50,,1.49586776859504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Value,14641,16,Combined_Lower0.5Upper2_Additive50,468548,108,1,-48.2479338842975,3.50413223140496,57.0082644628099,,3.50413223140496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Vector,14641,16,Combined_Lower0.5Upper2_Additive50,263538,25,0,-50,3.50413223140496,50,,3.50413223140496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle Vector,14641,16,Combined_Lower0.5Upper2_Additive50,204974,19,0,-50,3.50413223140496,50,,3.50413223140496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Oracle,14641,16,Combined_Lower0.5Upper2_Additive50,0,0,0,-50,3.50413223140496,50,,3.50413223140496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Dist L2,14641,16,Combined_Lower0.5Upper2_Additive50,937056,158,2,-48.2479338842975,3.50413223140496,57.0082644628099,,3.50413223140496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Dist L-inf,14641,16,Combined_Lower0.5Upper2_Additive50,16,22,0,-50,3.50413223140496,50,,3.50413223140496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Value,14641,16,Combined_Lower0.5Upper2_Additive50,468568,137,1,-48.2479338842975,6.01652892561984,57.0082644628099,,6.01652892561984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Vector,14641,16,Combined_Lower0.5Upper2_Additive50,380666,36,0,-50,6.01652892561984,50,,6.01652892561984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Oracle Vector,14641,16,Combined_Lower0.5Upper2_Additive50,322102,30,0,-50,6.01652892561984,50,,6.01652892561984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Oracle,14641,16,Combined_Lower0.5Upper2_Additive50,0,0,0,-50,6.01652892561984,50,,6.01652892561984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Dist L2,14641,16,Combined_Lower0.5Upper2_Additive50,1405584,237,3,-46.9917355371901,6.01652892561984,62.0330578512397,,6.01652892561984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Dist L-inf,14641,16,Combined_Lower0.5Upper2_Additive50,22,30,0,-50,6.01652892561984,50,,6.01652892561984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Value,14641,16,Combined_Lower0.5Upper2_Additive50,937096,216,2,-45.4793388429752,9.04132231404959,68.0826446280992,,9.04132231404959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Vector,14641,16,Combined_Lower0.5Upper2_Additive50,497794,47,0,-50,9.04132231404959,50,,9.04132231404959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Oracle Vector,14641,16,Combined_Lower0.5Upper2_Additive50,439230,41,0,-50,9.04132231404959,50,,9.04132231404959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Oracle,14641,16,Combined_Lower0.5Upper2_Additive50,0,0,0,-50,9.04132231404959,50,,9.04132231404959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Dist L2,14641,16,Combined_Lower0.5Upper2_Additive50,1874112,316,4,-45.4793388429752,9.04132231404959,68.0826446280992,,9.04132231404959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Dist L-inf,14641,16,Combined_Lower0.5Upper2_Additive50,32,44,0,-50,9.04132231404959,50,,9.04132231404959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Value,14641,16,Combined_Lower0.5Upper2_Additive50,937116,245,2,-45.4793388429752,12.4793388429752,68.0826446280992,,12.4793388429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Vector,14641,16,Combined_Lower0.5Upper2_Additive50,673486,64,0,-50,12.4793388429752,50,,12.4793388429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Oracle Vector,14641,16,Combined_Lower0.5Upper2_Additive50,556358,52,0,-50,12.4793388429752,50,,12.4793388429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Oracle,14641,16,Combined_Lower0.5Upper2_Additive50,0,0,0,-50,12.4793388429752,50,,12.4793388429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Dist L2,14641,16,Combined_Lower0.5Upper2_Additive50,2342640,395,5,-43.7603305785124,12.4793388429752,74.9586776859504,,12.4793388429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Dist L-inf,14641,16,Combined_Lower0.5Upper2_Additive50,42,58,0,-50,12.4793388429752,50,,12.4793388429752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Value,14641,16,Combined_Lower0.5Upper2_Additive50,1405644,324,3,-41.7272727272727,16.5454545454545,83.0909090909091,,16.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Vector,14641,16,Combined_Lower0.5Upper2_Additive50,819896,78,0,-50,16.5454545454545,50,,16.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Oracle Vector,14641,16,Combined_Lower0.5Upper2_Additive50,702768,66,0,-50,16.5454545454545,50,,16.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Oracle,14641,16,Combined_Lower0.5Upper2_Additive50,0,0,0,-50,16.5454545454545,50,,16.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Dist L2,14641,16,Combined_Lower0.5Upper2_Additive50,2811168,474,6,-41.7272727272727,16.5454545454545,83.0909090909091,,16.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Dist L-inf,14641,16,Combined_Lower0.5Upper2_Additive50,52,72,0,-50,16.5454545454545,50,,16.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Value,14641,16,Combined_Lower0.5Upper2_Additive50,1405660,347,3,-41.7272727272727,20.8760330578512,83.0909090909091,,20.8760330578512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Vector,14641,16,Combined_Lower0.5Upper2_Additive50,1083434,104,0,-50,20.8760330578512,50,,20.8760330578512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Oracle Vector,14641,16,Combined_Lower0.5Upper2_Additive50,878460,83,0,-50,20.8760330578512,50,,20.8760330578512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Oracle,14641,16,Combined_Lower0.5Upper2_Additive50,0,0,0,-50,20.8760330578512,50,,20.8760330578512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Dist L2,14641,16,Combined_Lower0.5Upper2_Additive50,3279696,553,7,-39.5619834710744,20.8760330578512,91.7520661157025,,20.8760330578512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Dist L-inf,14641,16,Combined_Lower0.5Upper2_Additive50,66,92,0,-50,20.8760330578512,50,,20.8760330578512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Value,14641,16,Combined_Lower0.5Upper2_Additive50,1874188,426,4,-36.8760330578512,26.2479338842975,102.495867768595,,26.2479338842975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
