LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20
1,Naive,404,20,Multiplicative0.005,8080,20,1,5.38315515681902,5.41020618775781,5.43725721869659,,5.31168430266317,5.33025212197875,5.31471405521712,5.3313040493337,5.30565470642509,5.2428373668316,5.25921556498693,5.35482702276341,5.37290982104616,5.3592237812135,5.42526417243219,5.37447473489341,5.27596030623775,5.24598045280561,5.26121051662919,5.22410178761411,5.18924014174962,5.22814595506756,5.22639604262287,5.39978548883011
1,Vector,404,20,Multiplicative0.005,0,0,0,5.38345358337373,5.41020618775781,5.43755864451316,,5.31168430266317,5.33025212197875,5.31471405521712,5.3313040493337,5.30565470642509,5.2428373668316,5.25921556498693,5.35482702276341,5.37290982104616,5.3592237812135,5.42526417243219,5.37447473489341,5.27596030623775,5.24598045280561,5.26121051662919,5.22410178761411,5.18924014174962,5.22814595506756,5.22639604262287,5.39978548883011
1,Value,404,20,Multiplicative0.005,0,0,0,5.38345358337373,5.41020618775781,5.43755864451316,,5.31168430266317,5.33025212197875,5.31471405521712,5.3313040493337,5.30565470642509,5.2428373668316,5.25921556498693,5.35482702276341,5.37290982104616,5.3592237812135,5.42526417243219,5.37447473489341,5.27596030623775,5.24598045280561,5.26121051662919,5.22410178761411,5.18924014174962,5.22814595506756,5.22639604262287,5.39978548883011
1,Oracle Vector,404,20,Multiplicative0.005,0,0,0,5.38345358337373,5.41020618775781,5.43755864451316,,5.31168430266317,5.33025212197875,5.31471405521712,5.3313040493337,5.30565470642509,5.2428373668316,5.25921556498693,5.35482702276341,5.37290982104616,5.3592237812135,5.42526417243219,5.37447473489341,5.27596030623775,5.24598045280561,5.26121051662919,5.22410178761411,5.18924014174962,5.22814595506756,5.22639604262287,5.39978548883011
1,Oracle,404,20,Multiplicative0.005,0,0,0,5.38345358337373,5.41020618775781,5.43755864451316,,5.31168430266317,5.33025212197875,5.31471405521712,5.3313040493337,5.30565470642509,5.2428373668316,5.25921556498693,5.35482702276341,5.37290982104616,5.3592237812135,5.42526417243219,5.37447473489341,5.27596030623775,5.24598045280561,5.26121051662919,5.22410178761411,5.18924014174962,5.22814595506756,5.22639604262287,5.39978548883011
1,Dist L1,404,20,Multiplicative0.005,0,0,0,5.38345358337373,5.41020618775781,5.43755864451316,,5.31168430266317,5.33025212197875,5.31471405521712,5.3313040493337,5.30565470642509,5.2428373668316,5.25921556498693,5.35482702276341,5.37290982104616,5.3592237812135,5.42526417243219,5.37447473489341,5.27596030623775,5.24598045280561,5.26121051662919,5.22410178761411,5.18924014174962,5.22814595506756,5.22639604262287,5.39978548883011
2,Naive,404,20,Multiplicative0.005,16160,40,2,5.38209793847192,5.4091436567557,5.43618937503947,,5.30983396067353,5.33008608074803,5.3147308386358,5.33065001997639,5.30715524199879,5.24158742199045,5.25917963957076,5.35541486400863,5.37212601086532,5.35841290450656,5.42241178230326,5.37151210979178,5.27348135298853,5.24572700424038,5.25992246025123,5.2203082966207,5.18782063683468,5.22596272355339,5.22567571808223,5.39882087293439
2,Oracle,404,20,Multiplicative0.005,0,0,0,5.38345358337373,5.4091436567557,5.43755864451316,,5.30983396067353,5.33008608074803,5.3147308386358,5.33065001997639,5.30715524199879,5.24158742199045,5.25917963957076,5.35541486400863,5.37212601086532,5.35841290450656,5.42241178230326,5.37151210979178,5.27348135298853,5.24572700424038,5.25992246025123,5.2203082966207,5.18782063683468,5.22596272355339,5.22567571808223,5.39882087293439
2,Oracle Vector,404,20,Multiplicative0.005,0,0,0,5.38345358337373,5.4091436567557,5.43755864451316,,5.30983396067353,5.33008608074803,5.3147308386358,5.33065001997639,5.30715524199879,5.24158742199045,5.25917963957076,5.35541486400863,5.37212601086532,5.35841290450656,5.42241178230326,5.37151210979178,5.27348135298853,5.24572700424038,5.25992246025123,5.2203082966207,5.18782063683468,5.22596272355339,5.22567571808223,5.39882087293439
2,Vector,404,20,Multiplicative0.005,0,0,0,5.38345358337373,5.4091436567557,5.43755864451316,,5.30983396067353,5.33008608074803,5.3147308386358,5.33065001997639,5.30715524199879,5.24158742199045,5.25917963957076,5.35541486400863,5.37212601086532,5.35841290450656,5.42241178230326,5.37151210979178,5.27348135298853,5.24572700424038,5.25992246025123,5.2203082966207,5.18782063683468,5.22596272355339,5.22567571808223,5.39882087293439
