LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30
1,Naive,404,30,Multiplicative0.005,12120,30,1,5.38217327328859,5.40921937013929,5.43626546698998,,5.26169695079702,5.33195100732368,5.31320357568465,5.26850032217055,5.32009614977963,5.34138598921387,5.34561887987058,5.1633502834261,5.26890340561204,5.20706374494926,5.34589142238521,5.31252212417753,5.32283668458675,5.39521706130589,5.32551604774577,5.41821181418397,5.36337331905172,5.37173683846284,5.28057684792195,5.22592475496651,5.23215279208929,5.26117181223191,5.23256225549387,5.188119897101,5.14452517032518,5.24164750677685,5.18909229471565,5.22267264021169,5.21370128594851,5.30179112035229
1,Oracle,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40921937013929,5.4366639877723,,5.26169695079702,5.33195100732368,5.31320357568465,5.26850032217055,5.32009614977963,5.34138598921387,5.34561887987058,5.1633502834261,5.26890340561204,5.20706374494926,5.34589142238521,5.31252212417753,5.32283668458675,5.39521706130589,5.32551604774577,5.41821181418397,5.36337331905172,5.37173683846284,5.28057684792195,5.22592475496651,5.23215279208929,5.26117181223191,5.23256225549387,5.188119897101,5.14452517032518,5.24164750677685,5.18909229471565,5.22267264021169,5.21370128594851,5.30179112035229
1,Oracle Vector,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40921937013929,5.4366639877723,,5.26169695079702,5.33195100732368,5.31320357568465,5.26850032217055,5.32009614977963,5.34138598921387,5.34561887987058,5.1633502834261,5.26890340561204,5.20706374494926,5.34589142238521,5.31252212417753,5.32283668458675,5.39521706130589,5.32551604774577,5.41821181418397,5.36337331905172,5.37173683846284,5.28057684792195,5.22592475496651,5.23215279208929,5.26117181223191,5.23256225549387,5.188119897101,5.14452517032518,5.24164750677685,5.18909229471565,5.22267264021169,5.21370128594851,5.30179112035229
1,Vector,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40921937013929,5.4366639877723,,5.26169695079702,5.33195100732368,5.31320357568465,5.26850032217055,5.32009614977963,5.34138598921387,5.34561887987058,5.1633502834261,5.26890340561204,5.20706374494926,5.34589142238521,5.31252212417753,5.32283668458675,5.39521706130589,5.32551604774577,5.41821181418397,5.36337331905172,5.37173683846284,5.28057684792195,5.22592475496651,5.23215279208929,5.26117181223191,5.23256225549387,5.188119897101,5.14452517032518,5.24164750677685,5.18909229471565,5.22267264021169,5.21370128594851,5.30179112035229
1,Value,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40921937013929,5.4366639877723,,5.26169695079702,5.33195100732368,5.31320357568465,5.26850032217055,5.32009614977963,5.34138598921387,5.34561887987058,5.1633502834261,5.26890340561204,5.20706374494926,5.34589142238521,5.31252212417753,5.32283668458675,5.39521706130589,5.32551604774577,5.41821181418397,5.36337331905172,5.37173683846284,5.28057684792195,5.22592475496651,5.23215279208929,5.26117181223191,5.23256225549387,5.188119897101,5.14452517032518,5.24164750677685,5.18909229471565,5.22267264021169,5.21370128594851,5.30179112035229
1,Dist L1,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40921937013929,5.4366639877723,,5.26169695079702,5.33195100732368,5.31320357568465,5.26850032217055,5.32009614977963,5.34138598921387,5.34561887987058,5.1633502834261,5.26890340561204,5.20706374494926,5.34589142238521,5.31252212417753,5.32283668458675,5.39521706130589,5.32551604774577,5.41821181418397,5.36337331905172,5.37173683846284,5.28057684792195,5.22592475496651,5.23215279208929,5.26117181223191,5.23256225549387,5.188119897101,5.14452517032518,5.24164750677685,5.18909229471565,5.22267264021169,5.21370128594851,5.30179112035229
2,Naive,404,30,Multiplicative0.005,24240,60,2,5.38103639258455,5.40807677646688,5.43511716034922,,5.26012505878373,5.32985418655669,5.31258461545721,5.26818925351101,5.31896839285448,5.34116888417401,5.34656506545415,5.16462471862,5.26638868219158,5.20842549408687,5.3456216156869,5.31189040316712,5.32179520002929,5.3948351803305,5.3248977018413,5.41567577013584,5.36117492248322,5.36896425979308,5.27790742942893,5.22277547953565,5.23212871396643,5.2592786916347,5.23080819285864,5.18466716916086,5.14364931652822,5.23831022858896,5.18753388185364,5.22373464037767,5.21082208088311,5.30385685589905
2,Oracle,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40807677646688,5.4366639877723,,5.26012505878373,5.32985418655669,5.31258461545721,5.26818925351101,5.31896839285448,5.34116888417401,5.34656506545415,5.16462471862,5.26638868219158,5.20842549408687,5.3456216156869,5.31189040316712,5.32179520002929,5.3948351803305,5.3248977018413,5.41567577013584,5.36117492248322,5.36896425979308,5.27790742942893,5.22277547953565,5.23212871396643,5.2592786916347,5.23080819285864,5.18466716916086,5.14364931652822,5.23831022858896,5.18753388185364,5.22373464037767,5.21082208088311,5.30385685589905
2,Oracle Vector,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40807677646688,5.4366639877723,,5.26012505878373,5.32985418655669,5.31258461545721,5.26818925351101,5.31896839285448,5.34116888417401,5.34656506545415,5.16462471862,5.26638868219158,5.20842549408687,5.3456216156869,5.31189040316712,5.32179520002929,5.3948351803305,5.3248977018413,5.41567577013584,5.36117492248322,5.36896425979308,5.27790742942893,5.22277547953565,5.23212871396643,5.2592786916347,5.23080819285864,5.18466716916086,5.14364931652822,5.23831022858896,5.18753388185364,5.22373464037767,5.21082208088311,5.30385685589905
2,Value,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40807677646688,5.4366639877723,,5.26012505878373,5.32985418655669,5.31258461545721,5.26818925351101,5.31896839285448,5.34116888417401,5.34656506545415,5.16462471862,5.26638868219158,5.20842549408687,5.3456216156869,5.31189040316712,5.32179520002929,5.3948351803305,5.3248977018413,5.41567577013584,5.36117492248322,5.36896425979308,5.27790742942893,5.22277547953565,5.23212871396643,5.2592786916347,5.23080819285864,5.18466716916086,5.14364931652822,5.23831022858896,5.18753388185364,5.22373464037767,5.21082208088311,5.30385685589905
2,Vector,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40807677646688,5.4366639877723,,5.26012505878373,5.32985418655669,5.31258461545721,5.26818925351101,5.31896839285448,5.34116888417401,5.34656506545415,5.16462471862,5.26638868219158,5.20842549408687,5.3456216156869,5.31189040316712,5.32179520002929,5.3948351803305,5.3248977018413,5.41567577013584,5.36117492248322,5.36896425979308,5.27790742942893,5.22277547953565,5.23212871396643,5.2592786916347,5.23080819285864,5.18466716916086,5.14364931652822,5.23831022858896,5.18753388185364,5.22373464037767,5.21082208088311,5.30385685589905
2,Dist L1,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40807677646688,5.4366639877723,,5.26012505878373,5.32985418655669,5.31258461545721,5.26818925351101,5.31896839285448,5.34116888417401,5.34656506545415,5.16462471862,5.26638868219158,5.20842549408687,5.3456216156869,5.31189040316712,5.32179520002929,5.3948351803305,5.3248977018413,5.41567577013584,5.36117492248322,5.36896425979308,5.27790742942893,5.22277547953565,5.23212871396643,5.2592786916347,5.23080819285864,5.18466716916086,5.14364931652822,5.23831022858896,5.18753388185364,5.22373464037767,5.21082208088311,5.30385685589905
3,Naive,404,30,Multiplicative0.005,36360,90,3,5.38054151517994,5.40757941224114,5.43461730930235,,5.25860361415723,5.32966967413875,5.31358513542082,5.2699563220397,5.32029699528837,5.3416668890929,5.34684476958645,5.16580132858073,5.26396065121217,5.20961642544388,5.34580645841475,5.31025513647139,5.32278426604549,5.39467718255317,5.32443910622237,5.41318572184415,5.36087756568255,5.36693652404852,5.27347882978631,5.22193030968487,5.2336400451741,5.25534136515627,5.22901897898152,5.18529565156275,5.14220012682779,5.23501744935613,5.18729168394242,5.22175183434677,5.21224959282242,5.301932715769
3,Oracle,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40757941224114,5.4366639877723,,5.25860361415723,5.32966967413875,5.31358513542082,5.2699563220397,5.32029699528837,5.3416668890929,5.34684476958645,5.16580132858073,5.26396065121217,5.20961642544388,5.34580645841475,5.31025513647139,5.32278426604549,5.39467718255317,5.32443910622237,5.41318572184415,5.36087756568255,5.36693652404852,5.27347882978631,5.22193030968487,5.2336400451741,5.25534136515627,5.22901897898152,5.18529565156275,5.14220012682779,5.23501744935613,5.18729168394242,5.22175183434677,5.21224959282242,5.301932715769
3,Oracle Vector,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40757941224114,5.4366639877723,,5.25860361415723,5.32966967413875,5.31358513542082,5.2699563220397,5.32029699528837,5.3416668890929,5.34684476958645,5.16580132858073,5.26396065121217,5.20961642544388,5.34580645841475,5.31025513647139,5.32278426604549,5.39467718255317,5.32443910622237,5.41318572184415,5.36087756568255,5.36693652404852,5.27347882978631,5.22193030968487,5.2336400451741,5.25534136515627,5.22901897898152,5.18529565156275,5.14220012682779,5.23501744935613,5.18729168394242,5.22175183434677,5.21224959282242,5.301932715769
3,Vector,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40757941224114,5.4366639877723,,5.25860361415723,5.32966967413875,5.31358513542082,5.2699563220397,5.32029699528837,5.3416668890929,5.34684476958645,5.16580132858073,5.26396065121217,5.20961642544388,5.34580645841475,5.31025513647139,5.32278426604549,5.39467718255317,5.32443910622237,5.41318572184415,5.36087756568255,5.36693652404852,5.27347882978631,5.22193030968487,5.2336400451741,5.25534136515627,5.22901897898152,5.18529565156275,5.14220012682779,5.23501744935613,5.18729168394242,5.22175183434677,5.21224959282242,5.301932715769
3,Value,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40757941224114,5.4366639877723,,5.25860361415723,5.32966967413875,5.31358513542082,5.2699563220397,5.32029699528837,5.3416668890929,5.34684476958645,5.16580132858073,5.26396065121217,5.20961642544388,5.34580645841475,5.31025513647139,5.32278426604549,5.39467718255317,5.32443910622237,5.41318572184415,5.36087756568255,5.36693652404852,5.27347882978631,5.22193030968487,5.2336400451741,5.25534136515627,5.22901897898152,5.18529565156275,5.14220012682779,5.23501744935613,5.18729168394242,5.22175183434677,5.21224959282242,5.301932715769
3,Dist L1,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40757941224114,5.4366639877723,,5.25860361415723,5.32966967413875,5.31358513542082,5.2699563220397,5.32029699528837,5.3416668890929,5.34684476958645,5.16580132858073,5.26396065121217,5.20961642544388,5.34580645841475,5.31025513647139,5.32278426604549,5.39467718255317,5.32443910622237,5.41318572184415,5.36087756568255,5.36693652404852,5.27347882978631,5.22193030968487,5.2336400451741,5.25534136515627,5.22901897898152,5.18529565156275,5.14220012682779,5.23501744935613,5.18729168394242,5.22175183434677,5.21224959282242,5.301932715769
4,Naive,404,30,Multiplicative0.005,48480,120,4,5.38018265579697,5.4072187495447,5.43425484329242,,5.25937921434596,5.32797346062526,5.31288198945456,5.27061211366759,5.31762367480637,5.34666902706409,5.34655652455554,5.16688165808837,5.26340332916222,5.21092509244578,5.3462449211843,5.31272602457623,5.32449616765438,5.39147561552197,5.32496689628192,5.41444154669495,5.35737661784305,5.36489658357559,5.27160701900926,5.22134868283216,5.23331579649112,5.25414305668605,5.23027561981315,5.18305075121682,5.14179176574546,5.23350055998422,5.18609900398212,5.22005446179646,5.21142966778369,5.3011257253034
4,Oracle,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.4072187495447,5.4366639877723,,5.25937921434596,5.32797346062526,5.31288198945456,5.27061211366759,5.31762367480637,5.34666902706409,5.34655652455554,5.16688165808837,5.26340332916222,5.21092509244578,5.3462449211843,5.31272602457623,5.32449616765438,5.39147561552197,5.32496689628192,5.41444154669495,5.35737661784305,5.36489658357559,5.27160701900926,5.22134868283216,5.23331579649112,5.25414305668605,5.23027561981315,5.18305075121682,5.14179176574546,5.23350055998422,5.18609900398212,5.22005446179646,5.21142966778369,5.3011257253034
4,Oracle Vector,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.4072187495447,5.4366639877723,,5.25937921434596,5.32797346062526,5.31288198945456,5.27061211366759,5.31762367480637,5.34666902706409,5.34655652455554,5.16688165808837,5.26340332916222,5.21092509244578,5.3462449211843,5.31272602457623,5.32449616765438,5.39147561552197,5.32496689628192,5.41444154669495,5.35737661784305,5.36489658357559,5.27160701900926,5.22134868283216,5.23331579649112,5.25414305668605,5.23027561981315,5.18305075121682,5.14179176574546,5.23350055998422,5.18609900398212,5.22005446179646,5.21142966778369,5.3011257253034
4,Value,404,30,Multiplicative0.005,4,5,0,5.38256782868999,5.4072187495447,5.4366639877723,,5.25937921434596,5.32797346062526,5.31288198945456,5.27061211366759,5.31762367480637,5.34666902706409,5.34655652455554,5.16688165808837,5.26340332916222,5.21092509244578,5.3462449211843,5.31272602457623,5.32449616765438,5.39147561552197,5.32496689628192,5.41444154669495,5.35737661784305,5.36489658357559,5.27160701900926,5.22134868283216,5.23331579649112,5.25414305668605,5.23027561981315,5.18305075121682,5.14179176574546,5.23350055998422,5.18609900398212,5.22005446179646,5.21142966778369,5.3011257253034
4,Vector,404,30,Multiplicative0.005,1616,5,0,5.38256782868999,5.4072187495447,5.4366639877723,,5.25937921434596,5.32797346062526,5.31288198945456,5.27061211366759,5.31762367480637,5.34666902706409,5.34655652455554,5.16688165808837,5.26340332916222,5.21092509244578,5.3462449211843,5.31272602457623,5.32449616765438,5.39147561552197,5.32496689628192,5.41444154669495,5.35737661784305,5.36489658357559,5.27160701900926,5.22134868283216,5.23331579649112,5.25414305668605,5.23027561981315,5.18305075121682,5.14179176574546,5.23350055998422,5.18609900398212,5.22005446179646,5.21142966778369,5.3011257253034
4,Dist L1,404,30,Multiplicative0.005,4,5,0,5.38256782868999,5.4072187495447,5.4366639877723,,5.25937921434596,5.32797346062526,5.31288198945456,5.27061211366759,5.31762367480637,5.34666902706409,5.34655652455554,5.16688165808837,5.26340332916222,5.21092509244578,5.3462449211843,5.31272602457623,5.32449616765438,5.39147561552197,5.32496689628192,5.41444154669495,5.35737661784305,5.36489658357559,5.27160701900926,5.22134868283216,5.23331579649112,5.25414305668605,5.23027561981315,5.18305075121682,5.14179176574546,5.23350055998422,5.18609900398212,5.22005446179646,5.21142966778369,5.3011257253034
5,Naive,404,30,Multiplicative0.005,60600,150,5,5.38029144097307,5.40732808137997,5.43436472178687,,5.25919924286783,5.32661528179384,5.31220789660563,5.27243555657349,5.31608430108828,5.34908321314762,5.34727532810156,5.1671070625208,5.26093846320255,5.21312362455265,5.34538001604885,5.31608107383855,5.32619186270387,5.3913237643916,5.32591974211442,5.41591155895022,5.35459055117061,5.36485087437764,5.26951319250664,5.22526956837925,5.23580495803857,5.25251528686982,5.22981196525704,5.18442208691827,5.14556681290042,5.23113204740866,5.18658287609229,5.21996210910921,5.21129511420684,5.30372020982732
5,Oracle,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40732808137997,5.4366639877723,,5.25919924286783,5.32661528179384,5.31220789660563,5.27243555657349,5.31608430108828,5.34908321314762,5.34727532810156,5.1671070625208,5.26093846320255,5.21312362455265,5.34538001604885,5.31608107383855,5.32619186270387,5.3913237643916,5.32591974211442,5.41591155895022,5.35459055117061,5.36485087437764,5.26951319250664,5.22526956837925,5.23580495803857,5.25251528686982,5.22981196525704,5.18442208691827,5.14556681290042,5.23113204740866,5.18658287609229,5.21996210910921,5.21129511420684,5.30372020982732
5,Oracle Vector,404,30,Multiplicative0.005,0,0,0,5.38256782868999,5.40732808137997,5.4366639877723,,5.25919924286783,5.32661528179384,5.31220789660563,5.27243555657349,5.31608430108828,5.34908321314762,5.34727532810156,5.1671070625208,5.26093846320255,5.21312362455265,5.34538001604885,5.31608107383855,5.32619186270387,5.3913237643916,5.32591974211442,5.41591155895022,5.35459055117061,5.36485087437764,5.26951319250664,5.22526956837925,5.23580495803857,5.25251528686982,5.22981196525704,5.18442208691827,5.14556681290042,5.23113204740866,5.18658287609229,5.21996210910921,5.21129511420684,5.30372020982732
