LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10,Server 11,Server 12,Server 13,Server 14,Server 15,Server 16,Server 17,Server 18,Server 19,Server 20,Server 21,Server 22,Server 23,Server 24,Server 25,Server 26,Server 27,Server 28,Server 29,Server 30,Server 31,Server 32,Server 33,Server 34,Server 35,Server 36,Server 37,Server 38,Server 39,Server 40
1,Oracle,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.96793235008081,4.98087677622057,,4.8251038222311,4.88750157329621,4.91266584564865,4.9020201929006,4.84804364262574,4.91447915233812,4.8897599597323,4.93058353163684,4.93171806652127,4.84549124289865,4.80002124990374,4.84494781868612,4.79579132534014,4.86352520059684,4.92897590186968,4.89587901258299,4.87472442586317,4.96361897842667,4.93669381344009,4.91633551304823,4.95995985527303,4.96961651726427,4.91827166291797,4.93363116922519,4.91172249462337,4.83050731919843,4.85591815997532,4.85583701026086,4.87213973389449,4.85302142143727,4.85012387505782,4.82034416772401,4.80023614115708,4.82054137492116,4.86707411733028,4.82490787523595,4.84827989930646,4.80974322711953,4.86494616087075,4.69362161709982
1,Oracle Vector,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.96793235008081,4.98087677622057,,4.8251038222311,4.88750157329621,4.91266584564865,4.9020201929006,4.84804364262574,4.91447915233812,4.8897599597323,4.93058353163684,4.93171806652127,4.84549124289865,4.80002124990374,4.84494781868612,4.79579132534014,4.86352520059684,4.92897590186968,4.89587901258299,4.87472442586317,4.96361897842667,4.93669381344009,4.91633551304823,4.95995985527303,4.96961651726427,4.91827166291797,4.93363116922519,4.91172249462337,4.83050731919843,4.85591815997532,4.85583701026086,4.87213973389449,4.85302142143727,4.85012387505782,4.82034416772401,4.80023614115708,4.82054137492116,4.86707411733028,4.82490787523595,4.84827989930646,4.80974322711953,4.86494616087075,4.69362161709982
1,Vector,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.96793235008081,4.98087677622057,,4.8251038222311,4.88750157329621,4.91266584564865,4.9020201929006,4.84804364262574,4.91447915233812,4.8897599597323,4.93058353163684,4.93171806652127,4.84549124289865,4.80002124990374,4.84494781868612,4.79579132534014,4.86352520059684,4.92897590186968,4.89587901258299,4.87472442586317,4.96361897842667,4.93669381344009,4.91633551304823,4.95995985527303,4.96961651726427,4.91827166291797,4.93363116922519,4.91172249462337,4.83050731919843,4.85591815997532,4.85583701026086,4.87213973389449,4.85302142143727,4.85012387505782,4.82034416772401,4.80023614115708,4.82054137492116,4.86707411733028,4.82490787523595,4.84827989930646,4.80974322711953,4.86494616087075,4.69362161709982
1,Value,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.96793235008081,4.98087677622057,,4.8251038222311,4.88750157329621,4.91266584564865,4.9020201929006,4.84804364262574,4.91447915233812,4.8897599597323,4.93058353163684,4.93171806652127,4.84549124289865,4.80002124990374,4.84494781868612,4.79579132534014,4.86352520059684,4.92897590186968,4.89587901258299,4.87472442586317,4.96361897842667,4.93669381344009,4.91633551304823,4.95995985527303,4.96961651726427,4.91827166291797,4.93363116922519,4.91172249462337,4.83050731919843,4.85591815997532,4.85583701026086,4.87213973389449,4.85302142143727,4.85012387505782,4.82034416772401,4.80023614115708,4.82054137492116,4.86707411733028,4.82490787523595,4.84827989930646,4.80974322711953,4.86494616087075,4.69362161709982
1,Dist L1,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.96793235008081,4.98087677622057,,4.8251038222311,4.88750157329621,4.91266584564865,4.9020201929006,4.84804364262574,4.91447915233812,4.8897599597323,4.93058353163684,4.93171806652127,4.84549124289865,4.80002124990374,4.84494781868612,4.79579132534014,4.86352520059684,4.92897590186968,4.89587901258299,4.87472442586317,4.96361897842667,4.93669381344009,4.91633551304823,4.95995985527303,4.96961651726427,4.91827166291797,4.93363116922519,4.91172249462337,4.83050731919843,4.85591815997532,4.85583701026086,4.87213973389449,4.85302142143727,4.85012387505782,4.82034416772401,4.80023614115708,4.82054137492116,4.86707411733028,4.82490787523595,4.84827989930646,4.80974322711953,4.86494616087075,4.69362161709982
2,Oracle,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.97416529072502,4.98087677622057,,4.83122571306407,4.89131626988622,4.91950963122582,4.9080371211798,4.85610003044849,4.92156838778829,4.89546470345376,4.9370637876143,4.93994029546874,4.85237988211946,4.80544406600464,4.8493845358742,4.80360977021575,4.86800537270845,4.93601207384978,4.90177094308914,4.88125028614711,4.96922248706343,4.9426052894233,4.92204376226042,4.96574254617746,4.97546526123238,4.92232290341896,4.93856710369026,4.91582372844223,4.83715478912993,4.86203956775329,4.86242753174936,4.87507278266506,4.85872187810662,4.85561395991743,4.82246174983446,4.80407300653318,4.82421203470571,4.87183269312582,4.82834683317956,4.85116201367225,4.81462489333079,4.87141844210534,4.69731723240427
2,Oracle Vector,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.97416529072502,4.98087677622057,,4.83122571306407,4.89131626988622,4.91950963122582,4.9080371211798,4.85610003044849,4.92156838778829,4.89546470345376,4.9370637876143,4.93994029546874,4.85237988211946,4.80544406600464,4.8493845358742,4.80360977021575,4.86800537270845,4.93601207384978,4.90177094308914,4.88125028614711,4.96922248706343,4.9426052894233,4.92204376226042,4.96574254617746,4.97546526123238,4.92232290341896,4.93856710369026,4.91582372844223,4.83715478912993,4.86203956775329,4.86242753174936,4.87507278266506,4.85872187810662,4.85561395991743,4.82246174983446,4.80407300653318,4.82421203470571,4.87183269312582,4.82834683317956,4.85116201367225,4.81462489333079,4.87141844210534,4.69731723240427
2,Value,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.97416529072502,4.98087677622057,,4.83122571306407,4.89131626988622,4.91950963122582,4.9080371211798,4.85610003044849,4.92156838778829,4.89546470345376,4.9370637876143,4.93994029546874,4.85237988211946,4.80544406600464,4.8493845358742,4.80360977021575,4.86800537270845,4.93601207384978,4.90177094308914,4.88125028614711,4.96922248706343,4.9426052894233,4.92204376226042,4.96574254617746,4.97546526123238,4.92232290341896,4.93856710369026,4.91582372844223,4.83715478912993,4.86203956775329,4.86242753174936,4.87507278266506,4.85872187810662,4.85561395991743,4.82246174983446,4.80407300653318,4.82421203470571,4.87183269312582,4.82834683317956,4.85116201367225,4.81462489333079,4.87141844210534,4.69731723240427
2,Vector,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.97416529072502,4.98087677622057,,4.83122571306407,4.89131626988622,4.91950963122582,4.9080371211798,4.85610003044849,4.92156838778829,4.89546470345376,4.9370637876143,4.93994029546874,4.85237988211946,4.80544406600464,4.8493845358742,4.80360977021575,4.86800537270845,4.93601207384978,4.90177094308914,4.88125028614711,4.96922248706343,4.9426052894233,4.92204376226042,4.96574254617746,4.97546526123238,4.92232290341896,4.93856710369026,4.91582372844223,4.83715478912993,4.86203956775329,4.86242753174936,4.87507278266506,4.85872187810662,4.85561395991743,4.82246174983446,4.80407300653318,4.82421203470571,4.87183269312582,4.82834683317956,4.85116201367225,4.81462489333079,4.87141844210534,4.69731723240427
2,Dist L1,404,40,Multiplicative0.005,0,0,0,4.9313158132731,4.97416529072502,4.98087677622057,,4.83122571306407,4.89131626988622,4.91950963122582,4.9080371211798,4.85610003044849,4.92156838778829,4.89546470345376,4.9370637876143,4.93994029546874,4.85237988211946,4.80544406600464,4.8493845358742,4.80360977021575,4.86800537270845,4.93601207384978,4.90177094308914,4.88125028614711,4.96922248706343,4.9426052894233,4.92204376226042,4.96574254617746,4.97546526123238,4.92232290341896,4.93856710369026,4.91582372844223,4.83715478912993,4.86203956775329,4.86242753174936,4.87507278266506,4.85872187810662,4.85561395991743,4.82246174983446,4.80407300653318,4.82421203470571,4.87183269312582,4.82834683317956,4.85116201367225,4.81462489333079,4.87141844210534,4.69731723240427
