LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5
1,Oracle,813,5,Additive0.015,0,0,0,6.08332999159927,6.09794337233233,6.11332999159927,,6.03299972090503,6.01855643922878,6.09963961653613,5.96764355804315,6.04884710274494
1,Dist L1,813,5,Additive0.015,0,0,0,6.08332999159927,6.09794337233233,6.11332999159927,,6.03299972090503,6.01855643922878,6.09963961653613,5.96764355804315,6.04884710274494
1,Value,813,5,Additive0.015,0,0,0,6.08332999159927,6.09794337233233,6.11332999159927,,6.03299972090503,6.01855643922878,6.09963961653613,5.96764355804315,6.04884710274494
1,Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09794337233233,6.11332999159927,,6.03299972090503,6.01855643922878,6.09963961653613,5.96764355804315,6.04884710274494
1,Oracle Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09794337233233,6.11332999159927,,6.03299972090503,6.01855643922878,6.09963961653613,5.96764355804315,6.04884710274494
2,Oracle,813,5,Additive0.015,0,0,0,6.08332999159927,6.09679114327606,6.11332999159927,,6.03225777850029,6.01869822565159,6.09782962675624,5.96564511915726,6.0475177774097
2,Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09679114327606,6.11332999159927,,6.03225777850029,6.01869822565159,6.09782962675624,5.96564511915726,6.0475177774097
2,Value,813,5,Additive0.015,0,0,0,6.08332999159927,6.09679114327606,6.11332999159927,,6.03225777850029,6.01869822565159,6.09782962675624,5.96564511915726,6.0475177774097
2,Oracle Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09679114327606,6.11332999159927,,6.03225777850029,6.01869822565159,6.09782962675624,5.96564511915726,6.0475177774097
2,Dist L1,813,5,Additive0.015,0,0,0,6.08332999159927,6.09679114327606,6.11332999159927,,6.03225777850029,6.01869822565159,6.09782962675624,5.96564511915726,6.0475177774097
3,Oracle,813,5,Additive0.015,0,0,0,6.08332999159927,6.09628911540966,6.11332999159927,,6.03252746105057,6.01903639799635,6.09688243177969,5.9635679301581,6.0467899663155
3,Oracle Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09628911540966,6.11332999159927,,6.03252746105057,6.01903639799635,6.09688243177969,5.9635679301581,6.0467899663155
3,Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09628911540966,6.11332999159927,,6.03252746105057,6.01903639799635,6.09688243177969,5.9635679301581,6.0467899663155
3,Value,813,5,Additive0.015,0,0,0,6.08332999159927,6.09628911540966,6.11332999159927,,6.03252746105057,6.01903639799635,6.09688243177969,5.9635679301581,6.0467899663155
3,Dist L1,813,5,Additive0.015,0,0,0,6.08332999159927,6.09628911540966,6.11332999159927,,6.03252746105057,6.01903639799635,6.09688243177969,5.9635679301581,6.0467899663155
4,Oracle,813,5,Additive0.015,0,0,0,6.08332999159927,6.09623406296168,6.11332999159927,,6.03293064676983,6.01952655777689,6.09635335332524,5.96331786801992,6.04601947973195
4,Oracle Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09623406296168,6.11332999159927,,6.03293064676983,6.01952655777689,6.09635335332524,5.96331786801992,6.04601947973195
4,Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09623406296168,6.11332999159927,,6.03293064676983,6.01952655777689,6.09635335332524,5.96331786801992,6.04601947973195
4,Value,813,5,Additive0.015,0,0,0,6.08332999159927,6.09623406296168,6.11332999159927,,6.03293064676983,6.01952655777689,6.09635335332524,5.96331786801992,6.04601947973195
4,Dist L1,813,5,Additive0.015,0,0,0,6.08332999159927,6.09623406296168,6.11332999159927,,6.03293064676983,6.01952655777689,6.09635335332524,5.96331786801992,6.04601947973195
5,Oracle,813,5,Additive0.015,0,0,0,6.08332999159927,6.09624270077166,6.11332999159927,,6.03275152492718,6.01998693244624,6.09592467119178,5.96381459832753,6.04600891029155
5,Oracle Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09624270077166,6.11332999159927,,6.03275152492718,6.01998693244624,6.09592467119178,5.96381459832753,6.04600891029155
5,Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09624270077166,6.11332999159927,,6.03275152492718,6.01998693244624,6.09592467119178,5.96381459832753,6.04600891029155
5,Value,813,5,Additive0.015,0,0,0,6.08332999159927,6.09624270077166,6.11332999159927,,6.03275152492718,6.01998693244624,6.09592467119178,5.96381459832753,6.04600891029155
5,Dist L1,813,5,Additive0.015,0,0,0,6.08332999159927,6.09624270077166,6.11332999159927,,6.03275152492718,6.01998693244624,6.09592467119178,5.96381459832753,6.04600891029155
6,Oracle,813,5,Additive0.015,0,0,0,6.08332999159927,6.09605108647857,6.11332999159927,,6.03302731520267,6.02067658980951,6.09532928079912,5.9635067361897,6.04545643717807
6,Value,813,5,Additive0.015,0,0,0,6.08332999159927,6.09605108647857,6.11332999159927,,6.03302731520267,6.02067658980951,6.09532928079912,5.9635067361897,6.04545643717807
6,Oracle Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09605108647857,6.11332999159927,,6.03302731520267,6.02067658980951,6.09532928079912,5.9635067361897,6.04545643717807
6,Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09605108647857,6.11332999159927,,6.03302731520267,6.02067658980951,6.09532928079912,5.9635067361897,6.04545643717807
6,Dist L1,813,5,Additive0.015,0,0,0,6.08332999159927,6.09605108647857,6.11332999159927,,6.03302731520267,6.02067658980951,6.09532928079912,5.9635067361897,6.04545643717807
7,Oracle,813,5,Additive0.015,0,0,0,6.08332999159927,6.09601896677349,6.11332999159927,,6.03337532574101,6.02051684094944,6.09524781698447,5.96268497362195,6.04594060672784
7,Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09601896677349,6.11332999159927,,6.03337532574101,6.02051684094944,6.09524781698447,5.96268497362195,6.04594060672784
7,Value,813,5,Additive0.015,0,0,0,6.08332999159927,6.09601896677349,6.11332999159927,,6.03337532574101,6.02051684094944,6.09524781698447,5.96268497362195,6.04594060672784
7,Oracle Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09601896677349,6.11332999159927,,6.03337532574101,6.02051684094944,6.09524781698447,5.96268497362195,6.04594060672784
7,Dist L1,813,5,Additive0.015,0,0,0,6.08332999159927,6.09601896677349,6.11332999159927,,6.03337532574101,6.02051684094944,6.09524781698447,5.96268497362195,6.04594060672784
8,Oracle,813,5,Additive0.015,0,0,0,6.08332999159927,6.09566006559496,6.11332999159927,,6.03353871934217,6.02126664158794,6.09410675419207,5.96157678881563,6.0458935063807
8,Oracle Vector,813,5,Additive0.015,0,0,0,6.08332999159927,6.09566006559496,6.11332999159927,,6.03353871934217,6.02126664158794,6.09410675419207,5.96157678881563,6.0458935063807
8,Value,813,5,Additive0.015,4,5,0,6.08332999159927,6.09566006559496,6.11332999159927,,6.03353871934217,6.02126664158794,6.09410675419207,5.96157678881563,6.0458935063807
