LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10
1,Naive,220,10,Combined_Lower0.3Upper3_,2200,10,1,22.764959410549,75.8831980351633,227.64959410549,,6.54070486893921,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
1,Oracle,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,75.8831980351633,225.681818181818,,6.54070486893921,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
1,Dist L-inf,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,75.8831980351633,225.681818181818,,6.54070486893921,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
1,Value,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,75.8831980351633,225.681818181818,,6.54070486893921,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
1,Oracle Vector,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,75.8831980351633,225.681818181818,,6.54070486893921,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
1,Dist L2,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,75.8831980351633,225.681818181818,,6.54070486893921,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
1,Vector,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,75.8831980351633,225.681818181818,,6.54070486893921,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
2,Naive,220,10,Combined_Lower0.3Upper3_,4400,20,2,23.495675105715,78.31891701905,234.95675105715,,6.48214759884844,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
2,Oracle,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,78.31891701905,225.681818181818,,6.48214759884844,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
2,Value,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,78.31891701905,225.681818181818,,6.48214759884844,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
2,Vector,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,78.31891701905,225.681818181818,,6.48214759884844,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
2,Oracle Vector,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,78.31891701905,225.681818181818,,6.48214759884844,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
2,Dist L-inf,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,78.31891701905,225.681818181818,,6.48214759884844,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
2,Dist L2,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,78.31891701905,225.681818181818,,6.48214759884844,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
3,Naive,220,10,Combined_Lower0.3Upper3_,6600,30,3,24.0331280370682,80.1104267902274,240.331280370682,,6.80532676961703,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
3,Oracle,220,10,Combined_Lower0.3Upper3_,0,0,0,22.5681818181818,80.1104267902274,225.681818181818,,6.80532676961703,7.40909090909091,7.63636363636364,6.18181818181818,6.31818181818182,6.81818181818182,6.77272727272727,5.81818181818182,6.13636363636364,7.59090909090909
