LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5
1,Oracle,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17915214614855,7.21189482566441,,7.08107940800886,7.08140299022794,7.16517834041906,7.03291348377473,7.09790425399711
1,Dist L1,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17915214614855,7.21189482566441,,7.08107940800886,7.08140299022794,7.16517834041906,7.03291348377473,7.09790425399711
1,Value,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17915214614855,7.21189482566441,,7.08107940800886,7.08140299022794,7.16517834041906,7.03291348377473,7.09790425399711
1,Vector,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17915214614855,7.21189482566441,,7.08107940800886,7.08140299022794,7.16517834041906,7.03291348377473,7.09790425399711
1,Oracle Vector,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17915214614855,7.21189482566441,,7.08107940800886,7.08140299022794,7.16517834041906,7.03291348377473,7.09790425399711
2,Oracle,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17798696875332,7.21189482566441,,7.08028263239173,7.08140318458112,7.16344398654745,7.03105637960632,7.0966413061379
2,Oracle Vector,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17798696875332,7.21189482566441,,7.08028263239173,7.08140318458112,7.16344398654745,7.03105637960632,7.0966413061379
2,Value,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17798696875332,7.21189482566441,,7.08028263239173,7.08140318458112,7.16344398654745,7.03105637960632,7.0966413061379
2,Vector,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17798696875332,7.21189482566441,,7.08028263239173,7.08140318458112,7.16344398654745,7.03105637960632,7.0966413061379
2,Dist L1,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17798696875332,7.21189482566441,,7.08028263239173,7.08140318458112,7.16344398654745,7.03105637960632,7.0966413061379
3,Oracle,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17751566799515,7.21189482566441,,7.08043309129687,7.08199041779101,7.16254802916528,7.02890689237181,7.09630445574496
3,Oracle Vector,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17751566799515,7.21189482566441,,7.08043309129687,7.08199041779101,7.16254802916528,7.02890689237181,7.09630445574496
3,Value,2474,5,Multiplicative0.0045,0,0,0,7.1472785454942,7.17751566799515,7.21189482566441,,7.08043309129687,7.08199041779101,7.16254802916528,7.02890689237181,7.09630445574496
