LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Approximation,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4
1,Oracle,102,4,Additive0.015,0,0,0,4.0239188064077,4.0384476241502,4.0539188064077,,3.9817492806892,4.009443123852,3.97947669493971,4.00362032504119
1,Oracle Vector,102,4,Additive0.015,0,0,0,4.0239188064077,4.0384476241502,4.0539188064077,,3.9817492806892,4.009443123852,3.97947669493971,4.00362032504119
1,Dist L1,102,4,Additive0.015,0,0,0,4.0239188064077,4.0384476241502,4.0539188064077,,3.9817492806892,4.009443123852,3.97947669493971,4.00362032504119
1,Value,102,4,Additive0.015,0,0,0,4.0239188064077,4.0384476241502,4.0539188064077,,3.9817492806892,4.009443123852,3.97947669493971,4.00362032504119
1,Vector,102,4,Additive0.015,0,0,0,4.0239188064077,4.0384476241502,4.0539188064077,,3.9817492806892,4.009443123852,3.97947669493971,4.00362032504119
2,Oracle,102,4,Additive0.015,0,0,0,4.0239188064077,4.03745933214867,4.0539188064077,,3.98131694264774,4.00968541262205,3.97782368329963,4.00188607646488
2,Value,102,4,Additive0.015,0,0,0,4.0239188064077,4.03745933214867,4.0539188064077,,3.98131694264774,4.00968541262205,3.97782368329963,4.00188607646488
2,Vector,102,4,Additive0.015,0,0,0,4.0239188064077,4.03745933214867,4.0539188064077,,3.98131694264774,4.00968541262205,3.97782368329963,4.00188607646488
2,Oracle Vector,102,4,Additive0.015,0,0,0,4.0239188064077,4.03745933214867,4.0539188064077,,3.98131694264774,4.00968541262205,3.97782368329963,4.00188607646488
2,Dist L1,102,4,Additive0.015,0,0,0,4.0239188064077,4.03745933214867,4.0539188064077,,3.98131694264774,4.00968541262205,3.97782368329963,4.00188607646488
3,Oracle,102,4,Additive0.015,0,0,0,4.0239188064077,4.03697868403163,4.0539188064077,,3.98143791766974,4.01023637874847,3.97617530921714,4.00090606063214
3,Oracle Vector,102,4,Additive0.015,0,0,0,4.0239188064077,4.03697868403163,4.0539188064077,,3.98143791766974,4.01023637874847,3.97617530921714,4.00090606063214
3,Value,102,4,Additive0.015,0,0,0,4.0239188064077,4.03697868403163,4.0539188064077,,3.98143791766974,4.01023637874847,3.97617530921714,4.00090606063214
3,Vector,102,4,Additive0.015,0,0,0,4.0239188064077,4.03697868403163,4.0539188064077,,3.98143791766974,4.01023637874847,3.97617530921714,4.00090606063214
3,Dist L1,102,4,Additive0.015,0,0,0,4.0239188064077,4.03697868403163,4.0539188064077,,3.98143791766974,4.01023637874847,3.97617530921714,4.00090606063214
4,Oracle,102,4,Additive0.015,0,0,0,4.0239188064077,4.0366222925492,4.0539188064077,,3.98109709598777,4.01049623283483,3.97532296707647,4.00001281323432
4,Value,102,4,Additive0.015,0,0,0,4.0239188064077,4.0366222925492,4.0539188064077,,3.98109709598777,4.01049623283483,3.97532296707647,4.00001281323432
4,Oracle Vector,102,4,Additive0.015,0,0,0,4.0239188064077,4.0366222925492,4.0539188064077,,3.98109709598777,4.01049623283483,3.97532296707647,4.00001281323432
4,Vector,102,4,Additive0.015,0,0,0,4.0239188064077,4.0366222925492,4.0539188064077,,3.98109709598777,4.01049623283483,3.97532296707647,4.00001281323432
4,Dist L1,102,4,Additive0.015,0,0,0,4.0239188064077,4.0366222925492,4.0539188064077,,3.98109709598777,4.01049623283483,3.97532296707647,4.00001281323432
5,Oracle,102,4,Additive0.015,0,0,0,4.0239188064077,4.0368243962214,4.0539188064077,,3.98110313821157,4.01130687443751,3.97524140678012,4.00011213415504
